mMed,yukawa,N_generated,NA_0SVJ,NA_1SVJ,NA_2SVJ,NA_3PSVJ,NA_Inclusive,eff_0SVJ,eff_1SVJ,eff_2SVJ,eff_3PSVJ,eff_Inclusive
700,2.5,37110096.20391846,243823.48828125,208704.703125,45216.5244140625,2923.7669677734375,500668.48278808594,0.00657027367812387,0.005623933227717229,0.0012184426622232278,7.878629448189673e-05,0.013491435862546223
700,3.0,75333054.63806152,517720.03125,430752.375,85307.634765625,7206.1954345703125,1040986.2364501953,0.006872415219818066,0.005717973034142242,0.0011324064207337199,9.565781540643157e-05,0.01381845249010046
700,3.5,136154966.4465332,973895.1875,847819.25,186627.9296875,13183.11865234375,2021525.4858398438,0.007152843652474768,0.006226869809651275,0.0013707023295458493,9.682436855889967e-05,0.014847240160230792
800,0.1,35616.102309823036,,,,,,,,,,
800,0.5,124504.62459146976,1591.8929443359375,1831.6091613769531,534.8239898681641,65.43064594268799,4023.7567415237427,0.012785813776470785,0.014711173720549838,0.004295615457040675,0.000525527836073415,0.032318130790134715
800,1.0,795270.3885984421,5228.600341796875,5142.5950927734375,1711.1249389648438,203.2522087097168,12285.572582244873,0.006574619672450756,0.006466473750942211,0.002151626620954004,0.00025557623120850973,0.015448296275555481
800,1.5,3412921.479663849,15154.452880859375,18597.28662109375,6389.2786865234375,504.0401306152344,40645.0583190918,0.00444031688720597,0.0054490813023115505,0.0018720848764304829,0.000147685826825667,0.01190916889277367
800,2.0,10124004.048461914,46282.6708984375,50258.3740234375,17653.30029296875,1715.6222534179688,115909.96746826172,0.004571577675877064,0.00496427834114438,0.0017437073521963597,0.00016946084229180195,0.011449024211509605
800,2.5,23577107.124176025,174536.06640625,162754.40234375,34096.16796875,1731.5195007324219,373118.1562194824,0.007402777002581469,0.00690306921398602,0.001446155704733924,7.344071058475692e-05,0.01582544263188617
800,3.0,47817018.46435547,350103.3984375,332184.40625,82476.703125,2907.4373779296875,767671.9451904297,0.007321732087885817,0.006946991195145767,0.0017248399371968604,6.080340161938362e-05,0.016054366621847827
800,3.5,86726333.11950684,655673.0625,620454.125,154210.9140625,7348.08447265625,1437686.1860351562,0.007560253488366654,0.007154160710853863,0.0017781325292515367,8.472725881919582e-05,0.01657727398729125
900,0.1,15669.983765408397,,,,,,,,,,
