mMed,rinv,N_generated,NA_0SVJ,NA_1SVJ,NA_2SVJ,NA_3PSVJ,NA_Inclusive,eff_0SVJ,eff_1SVJ,eff_2SVJ,eff_3PSVJ,eff_Inclusive
3000,0.9,4969.977731630206,3.4914050456136465,1.9289548264350742,1.4610367678105831,0.13879954459116559,7.0201961844504694,0.0007024991326205456,0.00038812142238761225,0.0002939724978066144,2.7927598892005065e-05,0.0014125206517067773
3500,0.0,2757.420431021601,0.07073308055259969,0.3024036306887864,0.3284511180536354,0.152632935089059,0.8542207643840805,2.5651902682970143e-05,0.00010966903243577853,0.00011911535664220312,5.535352294191488e-05,0.0003097898147028667
3500,0.1,2757.4205283634365,0.26575336174573727,2.57595310502802,3.4319638488814235,2.6517027789959684,8.92537309465115,9.637752349057371e-05,0.0009341894275940858,0.001244628381336646,0.0009616606359893125,0.003236855968410618
3500,0.2,2757.420520503074,0.5196102497866377,4.888813752302667,7.515122352167964,4.901847071945667,17.825393426202936,0.00018844069880637508,0.001772966334279232,0.002725417576422793,0.0017776929690257604,0.00646451757853416
3500,0.3,2757.4208665266633,1.1691587131936103,6.306034550303593,9.496238330379128,5.581569388275966,22.553000982152298,0.0004240044482822532,0.0022869321933604134,0.003443884263609312,0.002024199300162217,0.008179020205414195
3500,0.4,2757.4204528704286,1.4963440407300368,8.245115756988525,6.941377782844938,3.918855910655111,20.60169349121861,0.0005426608187998199,0.0029901554361814854,0.002517344707303915,0.0014212036131724662,0.007471364575457687
3500,0.5,2757.4204986542463,2.444375623425003,6.381051561096683,7.396796909160912,2.121298920828849,18.343523014511447,0.0008864718401194072,0.002314138001153956,0.002682505955392333,0.0007693055599841029,0.0066524213566497995
3500,0.6,2757.4205662868917,2.6101999091915786,5.9559523921925575,4.059647880494595,1.5790361086837947,14.204836290562525,0.0009466092844540002,0.0021599724267715786,0.001472262856863096,0.0005726497176345157,0.00515149428572319
3500,0.7,2757.420639693737,2.739249018020928,4.546075327554718,2.5780998542904854,0.2207478908821939,10.084172090748325,0.0009934099203396014,0.0016486695073333621,0.0009349679251609691,8.00559362269487e-05,0.0036571032890608812
3500,0.8,2757.4209531396627,1.7046325816772878,3.141474843490869,1.102798558305949,0.1343567582589457,6.083262741733051,0.0006181981680150628,0.00113928010879656,0.00039993841239593003,4.8725515814320624e-05,0.0022061422050218735
3500,0.9,2757.4205093830824,1.4345462508499622,1.588263367768377,0.5704487345647067,0.00029999999242136255,3.5935583531754673,0.0005202493584016003,0.0005759960667456264,0.00020687767158601906,1.0879733120157343e-07,0.0013032318940644472
4000,0.0,1634.5889709796757,0.0234396726591512,0.0612270650453864,0.1674047832493668,0.0443963234429246,0.296467844396829,1.4339796166067884e-05,3.745716270720371e-05,0.0001024139928883983,2.7160542638628033e-05,0.00018137149440029793
4000,0.1,1634.5891644060612,0.2048393370932898,1.0785800487210508,2.489675817261741,1.742380332783796,5.515475535859878,0.00012531548694544268,0.0006598477906299838,0.0015231202258497666,0.0010659438901987957,0.003374227393623989
4000,0.2,1634.5888101309538,0.2317921991925685,2.556340410374105,5.404612273501698,2.9439850704511628,11.136729953519534,0.00014180459192914617,0.0015639042641979826,0.003306404791226187,0.0018010554411022229,0.006813169088455539
4000,0.3,1634.5886925887316,0.3475447394303045,3.1213176388991997,5.482553525362164,2.9867957428796217,11.93821164657129,0.00021261907720644438,0.0019095431487146195,0.0033540875146268944,0.0018272460567125128,0.007303495797260471
4000,0.4,1634.5888035278767,1.1321750185452402,4.112419720506296,5.592988278833218,2.1670150686986744,13.004598086583428,0.0006926359804384478,0.0025158741523437587,0.003421648470099675,0.001325724894249661,0.007955883497131543
4000,0.5,1634.5891780033708,1.312006163643673,3.060840309597552,4.403529605828226,1.0966583949048072,9.873034473974258,0.0008026519331580743,0.0018725440929055507,0.0026939671845907357,0.0006709076565919523,0.006040070867246313
4000,0.6,1634.588910145685,0.9864014578051865,3.872056525782682,3.213337602559477,0.7359880324802361,8.807783618627582,0.0006034553713675153,0.0023688258875056113,0.001965838372336127,0.00045025879468045586,0.005388378425889709
4000,0.7,1634.5888060051948,1.2133824576158077,2.906735911848955,1.5690795467235148,0.2516943832160904,5.940892299404368,0.0007423166322674251,0.0017782673545604331,0.0009599230956182923,0.00015398024401697176,0.003634487326463122
4000,0.8,1634.589134696871,1.0881723602069542,1.2025158130563796,0.9744389592087827,0.173189770663157,3.4383169031352736,0.0006657161344760511,0.0007356685466280075,0.0005961369365088121,0.00010595309058828074,0.0021034747082011515
4000,0.9,1634.5889643765986,0.590333573753014,0.6316301497863603,0.1684641879983245,0.010490785687579674,1.4009186972252785,0.00036115108239346037,0.00038641527842888144,0.00010306211021225973,6.417996154513782e-06,0.0008570464671891153
